customer_id,annual_income,credit_score,property_value
CUST01981,37554,575,114122
CUST01982,67425,663,316805
CUST01983,33911,484,217576
CUST01984,78184,729,347841
CUST01985,61283,686,379800
CUST01986,91379,688,458916
CUST01987,80544,651,310943
CUST01988,168711,839,834094
CUST01989,28018,492,131649
CUST01990,50897,722,490057
CUST01991,135851,796,834157
CUST01992,80797,735,297388
CUST01993,57132,695,270633
CUST01994,32220,641,196988
CUST01995,85325,714,376288
CUST01996,44522,510,121331
CUST01997,179582,844,552447
CUST01998,37162,463,200524
CUST01999,68776,729,382911
CUST02000,122970,757,557286
CUST02001,28314,458,137824
CUST02002,52762,699,347964
CUST02003,208923,807,1072541
CUST02004,96933,660,204442
CUST02005,84270,722,446528
CUST02006,212166,770,565490
CUST02007,180327,767,944458
CUST02008,62006,650,482071
CUST02009,243108,761,904718
CUST02010,62047,700,296266
CUST02011,36213,511,150592
CUST02012,51870,667,295973
CUST02013,26261,484,105037
CUST02014,25043,560,139175
CUST02015,43475,702,462748
CUST02016,90429,680,264761
CUST02017,87643,670,209161
CUST02018,56094,717,490188
CUST02019,232662,825,1496868
CUST02020,51155,743,286672
CUST02021,57825,741,386910
CUST02022,28285,462,210785
CUST02023,89584,669,359229
CUST02024,195047,782,576090
CUST02025,35559,550,137762
CUST02026,34416,602,139375
CUST02027,141278,843,981670
CUST02028,66217,685,221136
CUST02029,33401,614,236624
CUST02030,65985,681,211305
CUST02031,60053,728,322302
CUST02032,161097,786,1104266
CUST02033,170173,764,714477
CUST02034,299990,762,1053868
CUST02035,85026,655,489673
CUST02036,45727,663,269907
CUST02037,29378,456,106389
CUST02038,42499,658,440033
CUST02039,191115,764,619088
CUST02040,98721,749,364922
CUST02041,70095,665,219127
CUST02042,127541,780,839545
CUST02043,55205,722,447631
CUST02044,49009,732,253428
CUST02045,68112,654,204422
CUST02046,71720,743,243319
CUST02047,44875,680,354244
CUST02048,188127,805,1007437
CUST02049,77887,674,460337
CUST02050,76356,651,471582
CUST02051,61585,700,238591
CUST02052,299305,795,1152531
CUST02053,48414,723,446297
CUST02054,50166,718,338663
CUST02055,229540,782,1120443
CUST02056,25925,597,247597
CUST02057,42474,695,214131
CUST02058,68272,720,326859
CUST02059,118208,789,1234232
CUST02060,53183,724,409818
CUST02061,42559,590,195479
CUST02062,76351,727,447540
CUST02063,60885,709,418547
CUST02064,70260,716,231984
CUST02065,156238,834,1031505
CUST02066,28554,582,145222
CUST02067,269370,845,924844
CUST02068,71186,715,358451
CUST02069,52613,663,412026
CUST02070,131531,829,1223111
CUST02071,71522,732,486885
CUST02072,259605,828,832549
CUST02073,62900,695,410984
CUST02074,223597,799,972902
CUST02075,44715,605,239185
CUST02076,45707,720,202367
CUST02077,177734,771,1231073
CUST02078,51980,723,340591
CUST02079,69368,661,438877
CUST02080,54196,745,261133
CUST02081,79182,747,292805
CUST02082,91351,684,491407
CUST02083,182013,817,779153
CUST02084,170835,801,1294496
CUST02085,96227,714,231021
CUST02086,78019,733,380944
CUST02087,69275,662,248921
CUST02088,29013,551,213578
CUST02089,112606,815,1104019
CUST02090,243744,772,846440
CUST02091,29927,473,164059
CUST02092,213921,824,1397568
CUST02093,59975,682,483648
CUST02094,66456,674,496123
CUST02095,49975,747,469926
CUST02096,85117,745,436718
CUST02097,55187,664,471788
CUST02098,75421,706,275805
CUST02099,60389,680,441200
CUST02100,37803,551,140302
CUST02101,51322,742,490116
CUST02102,199789,816,1209668
CUST02103,68531,699,386250
CUST02104,87094,658,205186
CUST02105,42802,652,461814
CUST02106,42463,475,140379
CUST02107,284374,821,719766
CUST02108,38726,647,101759
CUST02109,98971,704,239860
CUST02110,40730,695,277757
CUST02111,82855,714,457129
CUST02112,42055,584,224555
CUST02113,43853,540,131669
CUST02114,78096,706,340391
CUST02115,258933,813,678515
CUST02116,25435,641,116922
CUST02117,55424,730,498107
CUST02118,165767,762,1420945
CUST02119,53665,742,429906
CUST02120,93337,724,265769
CUST02121,194819,796,1424696
CUST02122,25650,548,115328
CUST02123,69428,657,393615
CUST02124,68911,731,377902
CUST02125,81492,694,360149
CUST02126,44304,745,213575
CUST02127,80458,665,484851
CUST02128,59293,673,442849
CUST02129,159301,757,500341
CUST02130,207681,838,1064852
CUST02131,66309,670,399976
CUST02132,292302,832,1129278
CUST02133,30272,538,200268
CUST02134,90606,657,315842
CUST02135,178518,847,1310720
CUST02136,73673,686,362397
CUST02137,93317,736,431787
CUST02138,85892,697,302262
CUST02139,88077,687,305468
CUST02140,40761,698,205991
CUST02141,255975,753,664316
CUST02142,161790,831,1130070
CUST02143,82826,707,417112
CUST02144,90614,733,449310
CUST02145,39705,561,143542
CUST02146,62703,732,382509
CUST02147,95212,712,359213
CUST02148,53082,708,303419
CUST02149,97054,708,265495
CUST02150,95903,673,341078
CUST02151,55414,739,472021
CUST02152,42876,475,135601
CUST02153,46473,745,375452
CUST02154,33217,625,175175
CUST02155,28599,593,120651
CUST02156,39000,554,200214
CUST02157,38403,592,157781
CUST02158,86387,699,218205
CUST02159,29675,578,154224
CUST02160,93429,720,232564
CUST02161,202244,826,1034026
CUST02162,196025,817,1156141
CUST02163,113454,818,748808
CUST02164,45360,659,231065
CUST02165,281838,835,578452
CUST02166,63592,679,419978
CUST02167,40643,698,288731
CUST02168,43413,632,192278
CUST02169,42564,523,147506
CUST02170,66293,686,208015
CUST02171,191475,803,1365628
CUST02172,67274,696,438335
CUST02173,36585,523,190702
CUST02174,89236,667,481957
CUST02175,94592,675,386276
CUST02176,93036,658,400007
CUST02177,46707,712,414930
CUST02178,69610,660,417906
CUST02179,68113,720,365617
CUST02180,39164,483,154749
CUST02181,70457,702,442140
CUST02182,70719,678,285495
CUST02183,83333,729,210886
CUST02184,65596,709,429246
CUST02185,289395,760,1112629
CUST02186,199034,843,821601
CUST02187,289120,846,949206
CUST02188,86268,743,245442
CUST02189,57093,737,492685
CUST02190,45647,705,410535
CUST02191,46458,733,402042
CUST02192,93443,736,212641
CUST02193,58241,741,407004
CUST02194,97140,700,400621
CUST02195,68733,714,281954
CUST02196,46709,735,307239
CUST02197,84663,724,334813
CUST02198,79781,710,478148
CUST02199,57723,670,407786
CUST02200,41760,681,227436
CUST02201,93481,724,257210
CUST02202,95799,699,412133
CUST02203,67627,729,447139
CUST02204,95262,685,414151
CUST02205,44044,538,125118
CUST02206,105142,785,1266653
CUST02207,86959,656,321505
CUST02208,37802,625,245429
CUST02209,43110,677,434911
CUST02210,70625,690,223314
CUST02211,61806,737,357490
CUST02212,43599,749,262652
CUST02213,90753,735,337842
CUST02214,68274,682,243338
CUST02215,289167,828,862278
CUST02216,35752,526,237473
CUST02217,49563,696,245570
CUST02218,28218,483,145356
CUST02219,37860,554,221123
CUST02220,42540,695,297914
CUST02221,87791,688,221825
CUST02222,192496,774,1036769
CUST02223,86143,699,269391
CUST02224,34506,636,144722
CUST02225,67001,682,464907
CUST02226,240408,837,818044
CUST02227,69886,693,228000
CUST02228,43114,651,331471
CUST02229,34572,563,246604
CUST02230,262697,755,1190848
CUST02231,56050,745,245733
CUST02232,213301,810,542046
CUST02233,91898,701,306618
CUST02234,36912,481,185055
CUST02235,85221,668,203900
CUST02236,294042,836,1257089
CUST02237,276037,835,1327423
CUST02238,47686,747,332618
CUST02239,49067,696,364331
CUST02240,173702,805,668543
CUST02241,241100,764,1151162
CUST02242,46342,677,232928
CUST02243,28347,635,170308
CUST02244,36446,639,141338
CUST02245,51929,664,280279
CUST02246,59594,748,468193
CUST02247,55394,716,490264
CUST02248,81982,667,227824
CUST02249,29429,489,216945
CUST02250,94867,688,244077
CUST02251,31786,560,225773
CUST02252,51908,668,467243
CUST02253,122655,785,1147622
CUST02254,50405,717,470518
CUST02255,68126,680,299880
CUST02256,173564,776,626188
CUST02257,76844,738,215001
CUST02258,48370,732,359597
CUST02259,80389,749,322647
CUST02260,33970,644,206748
CUST02261,270966,848,1175799
CUST02262,75460,653,203416
CUST02263,46356,650,435508
CUST02264,124866,762,1422112
CUST02265,89660,718,466267
CUST02266,46001,658,414365
CUST02267,103095,779,568967
CUST02268,58364,746,391907
CUST02269,27248,531,247278
CUST02270,288272,824,1160710
CUST02271,35347,612,129016
CUST02272,46471,709,305587
CUST02273,49492,668,288141
CUST02274,28144,500,245853
CUST02275,50851,669,242548
CUST02276,59984,715,344799
CUST02277,49495,701,255140
CUST02278,134412,751,520580
CUST02279,66447,655,497657
CUST02280,129688,776,1087207
CUST02281,51382,685,354752
CUST02282,191009,800,904513
CUST02283,94446,744,220771
CUST02284,30387,458,198838
CUST02285,73287,749,297650
CUST02286,81823,697,470060
CUST02287,235960,821,1273230
CUST02288,67681,725,257872
CUST02289,95991,745,367009
CUST02290,88109,737,282615
CUST02291,91534,656,298381
CUST02292,242807,765,935419
CUST02293,41348,722,439896
CUST02294,47247,709,357962
CUST02295,58916,685,330212
CUST02296,97747,700,480711
CUST02297,212398,817,1023814
CUST02298,137045,764,1137388
CUST02299,94143,701,242601
CUST02300,64740,669,439274
CUST02301,38829,649,221093
CUST02302,98278,658,281843
CUST02303,140702,794,1252299
CUST02304,175138,792,689244
CUST02305,74973,706,471198
CUST02306,56358,727,392924
CUST02307,92345,726,485407
CUST02308,48139,705,451234
CUST02309,25151,526,192403
CUST02310,42275,534,190170
CUST02311,93390,746,247600
CUST02312,36508,463,172375
CUST02313,29727,481,249400
CUST02314,46016,728,481910
CUST02315,39677,458,196769
CUST02316,94023,690,257505
CUST02317,96197,692,203720
CUST02318,142393,802,577778
CUST02319,41640,460,238983
CUST02320,25927,461,206834
CUST02321,27941,611,195021
CUST02322,71716,670,402107
CUST02323,25699,632,201727
CUST02324,39906,456,183756
CUST02325,67106,684,439846
CUST02326,62801,673,461502
CUST02327,197831,787,898877
CUST02328,29046,524,245216
CUST02329,44147,478,214441
CUST02330,68664,712,492738
CUST02331,36164,612,135524
CUST02332,79622,747,296735
CUST02333,35124,517,229710
CUST02334,156704,849,1268718
CUST02335,33564,541,206211
CUST02336,35946,569,164393
CUST02337,63726,695,497502
CUST02338,52814,746,406029
CUST02339,32084,455,195480
CUST02340,96932,693,400851
CUST02341,170427,752,1297228
CUST02342,31738,510,174377
CUST02343,40913,589,235863
CUST02344,41993,616,171761
CUST02345,32808,626,120562
CUST02346,86385,709,313178
CUST02347,46610,687,402030
CUST02348,82165,748,458199
CUST02349,64030,718,391985
CUST02350,101383,776,685256
CUST02351,59931,724,217153
CUST02352,110387,802,1002313
CUST02353,94686,661,402344
CUST02354,94228,709,478805
CUST02355,94403,702,238480
CUST02356,39655,635,218040
CUST02357,82749,683,245010
CUST02358,98721,734,421786
CUST02359,96461,729,395188
CUST02360,62411,730,221916
CUST02361,47698,703,217546
CUST02362,41137,627,193008
CUST02363,75906,704,438368
CUST02364,88251,651,306590
CUST02365,77764,699,440227
CUST02366,92373,720,322184
CUST02367,86729,691,218546
CUST02368,61580,659,219405
CUST02369,142583,815,945454
CUST02370,88642,660,250770
CUST02371,78376,727,321263
CUST02372,31153,493,164136
CUST02373,44793,677,237313
CUST02374,278193,839,1212026
CUST02375,97717,677,414410
CUST02376,70562,668,395802
CUST02377,28002,568,203627
CUST02378,45564,739,385569
CUST02379,53893,725,370836
CUST02380,51064,677,216175
CUST02381,221598,764,689339
CUST02382,78103,715,481933
CUST02383,64999,689,342718
CUST02384,44150,550,249189
CUST02385,90671,650,204746
CUST02386,173735,774,1363632
CUST02387,75095,716,220083
CUST02388,158649,822,1462131
CUST02389,43459,678,435052
CUST02390,67746,747,342828
CUST02391,94668,710,399784
CUST02392,40124,503,159136
CUST02393,89497,734,424081
CUST02394,38453,502,131588
CUST02395,46265,731,479421
CUST02396,92021,680,454983
CUST02397,30836,456,245960
CUST02398,158263,815,1202337
CUST02399,55854,707,467660
CUST02400,68852,745,211583
CUST02401,54624,724,387928
CUST02402,83325,684,422410
CUST02403,86091,694,454205
CUST02404,65551,691,496118
CUST02405,98365,698,247519
CUST02406,47608,684,262180
CUST02407,253749,751,577295
CUST02408,58204,737,302432
CUST02409,94325,705,476457
CUST02410,49504,721,240617
CUST02411,85348,670,391328
CUST02412,86959,674,269833
CUST02413,91983,703,351258
CUST02414,28485,545,247486
CUST02415,28483,591,164942
CUST02416,41663,717,493544
CUST02417,76879,687,244109
CUST02418,58840,695,406036
CUST02419,53593,735,355089
CUST02420,158830,809,1087693
CUST02421,48160,717,382379
CUST02422,234125,802,926589
CUST02423,84779,731,253864
CUST02424,48183,656,498423
CUST02425,77304,719,349030
CUST02426,232437,772,889858
CUST02427,25798,457,245348
CUST02428,86744,716,305234
CUST02429,96886,663,381740
CUST02430,60956,699,286379
CUST02431,31535,585,226194
CUST02432,88733,700,449320
CUST02433,61323,672,358186
CUST02434,96964,726,254836
CUST02435,59995,740,371868
CUST02436,86509,690,238113
CUST02437,72730,670,343083
CUST02438,125895,798,544278
CUST02439,161734,825,1435076
CUST02440,83218,710,467420
CUST02441,98708,736,472928
CUST02442,55112,675,406235
CUST02443,53333,682,284593
CUST02444,59845,674,449498
CUST02445,40322,676,343737
CUST02446,90616,671,487772
CUST02447,279943,811,686895
CUST02448,80242,698,382852
CUST02449,38213,610,125604
CUST02450,52288,747,436716
CUST02451,31586,581,101152
CUST02452,98769,737,222821
CUST02453,85988,711,304553
CUST02454,165297,805,1060111
CUST02455,287619,780,1070374
CUST02456,41458,708,474802
CUST02457,32005,580,230651
CUST02458,54190,692,479193
CUST02459,225755,822,1284521
CUST02460,25847,479,219958
CUST02461,39286,504,201802
CUST02462,78240,653,344448
CUST02463,28071,537,210506
CUST02464,49963,690,384581
CUST02465,79519,711,360442
CUST02466,77894,749,473325
CUST02467,41279,554,185007
CUST02468,282590,827,1347586
CUST02469,175690,786,819200
CUST02470,38531,612,157862
CUST02471,57632,740,496908
CUST02472,36467,460,107207
CUST02473,43942,652,413725
CUST02474,58601,686,309638
CUST02475,81952,674,491034
CUST02476,44917,727,458556
CUST02477,41368,611,233556
CUST02478,254634,792,766912
CUST02479,79112,701,209541
CUST02480,162984,811,846378
CUST02481,86678,689,325441
CUST02482,69679,744,492188
CUST02483,97729,660,229075
CUST02484,38271,593,173357
CUST02485,105652,839,1311729
CUST02486,85672,670,493208
CUST02487,92273,715,345041
CUST02488,156434,843,1062842
CUST02489,41388,721,438508
CUST02490,65092,668,322717
CUST02491,33939,520,243094
CUST02492,79721,746,255592
CUST02493,52116,728,252691
CUST02494,34830,500,163399
CUST02495,70701,743,350611
CUST02496,60107,742,258459
CUST02497,54288,678,303925
CUST02498,37808,637,123297
CUST02499,28673,621,100361
CUST02500,189085,799,949089
CUST02501,298087,803,944828
CUST02502,34621,483,159707
CUST02503,29604,649,195805
CUST02504,229154,800,663707
CUST02505,36203,473,171266
CUST02506,79432,695,241131
CUST02507,38940,611,199844
CUST02508,49610,697,274262
CUST02509,223453,812,673418
CUST02510,84865,651,354369
CUST02511,107855,783,1061431
CUST02512,76270,666,466617
CUST02513,80583,681,278691
CUST02514,54417,739,361738
CUST02515,63701,650,201638
CUST02516,52647,678,324679
CUST02517,31447,532,130144
CUST02518,84573,690,310158
CUST02519,210846,754,754957
CUST02520,51942,670,480047
CUST02521,60480,676,346391
CUST02522,287728,759,884409
CUST02523,51974,700,316257
CUST02524,41037,485,173927
CUST02525,76571,690,450803
CUST02526,98323,689,284894
CUST02527,53199,701,232932
CUST02528,71535,653,310073
CUST02529,85203,674,462729
CUST02530,88763,719,435730
CUST02531,146240,808,562159
CUST02532,86776,688,280570
CUST02533,123827,795,502516
CUST02534,63687,669,471843
CUST02535,70715,657,472772
CUST02536,60168,716,254785
CUST02537,34288,453,191737
CUST02538,194733,819,651962
CUST02539,41293,638,235196
CUST02540,179759,833,1227912
CUST02541,71005,659,329010
CUST02542,226446,829,1052292
CUST02543,54925,689,321263
CUST02544,86543,725,437900
CUST02545,34278,616,209913
CUST02546,33096,462,115683
CUST02547,87275,715,205135
CUST02548,66392,732,462324
CUST02549,150004,769,785588
CUST02550,44133,465,111979
CUST02551,230752,786,1016146
CUST02552,32201,603,203601
CUST02553,48359,668,428551
CUST02554,278699,754,708040
CUST02555,45461,722,279302
CUST02556,80537,705,442228
CUST02557,27557,642,164426
CUST02558,52418,672,328287
CUST02559,45045,705,471849
CUST02560,62530,744,337073
CUST02561,110617,766,1432394
CUST02562,270770,807,849075
CUST02563,75823,746,490160
CUST02564,28160,524,232281
CUST02565,39731,546,133765
CUST02566,86108,720,358112
CUST02567,64137,748,424706
CUST02568,67961,693,396002
CUST02569,34475,616,108983
CUST02570,43223,587,206852
CUST02571,54969,654,403269
CUST02572,44377,658,224266
CUST02573,52721,666,332786
CUST02574,97018,674,380144
CUST02575,74822,693,342824
CUST02576,36068,532,144650
CUST02577,88735,683,455025
CUST02578,64120,736,215012
CUST02579,66775,714,394495
CUST02580,95064,726,431527
CUST02581,83545,691,261988
CUST02582,77097,701,489947
CUST02583,165807,785,1173976
CUST02584,128225,804,1042424
CUST02585,52325,690,377853
CUST02586,66167,727,447059
CUST02587,46279,688,408253
CUST02588,58242,659,254499
CUST02589,64183,698,241395
CUST02590,54251,717,328287
CUST02591,26313,602,149961
CUST02592,60130,734,355767
CUST02593,91147,729,409386
CUST02594,81085,694,488568
CUST02595,55753,680,432910
CUST02596,274185,790,543440
CUST02597,280908,838,686294
CUST02598,72497,654,346600
CUST02599,37160,575,203507
CUST02600,89398,685,432973
CUST02601,92232,710,221920
CUST02602,89774,712,405857
CUST02603,78311,696,376627
CUST02604,67308,717,319008
CUST02605,55411,722,373361
CUST02606,57550,741,359049
CUST02607,53872,673,437868
CUST02608,43036,579,104907
CUST02609,34468,627,179369
CUST02610,86193,720,225852
CUST02611,91607,683,371303
CUST02612,83213,650,363789
CUST02613,287423,810,857897
CUST02614,29595,464,147437
CUST02615,55192,665,373160
CUST02616,46537,686,365763
CUST02617,268686,780,1026027
CUST02618,82733,654,270007
CUST02619,60683,707,247983
CUST02620,25046,486,235420
CUST02621,80324,711,399753
CUST02622,82254,688,495753
CUST02623,62507,690,428879
CUST02624,127199,817,1353100
CUST02625,43530,534,104447
CUST02626,43544,504,248879
CUST02627,68642,725,318499
CUST02628,42624,736,360912
CUST02629,36319,639,186758
CUST02630,143044,796,1372367
CUST02631,61812,739,315514
CUST02632,66757,681,259606
CUST02633,58881,698,410199
CUST02634,41004,700,213339
CUST02635,41013,604,163672
CUST02636,84146,671,284807
CUST02637,27214,488,205158
CUST02638,65640,682,318004
CUST02639,79673,730,237646
CUST02640,79666,717,461296
CUST02641,71097,654,271041
CUST02642,86999,659,362654
CUST02643,66228,745,413939
CUST02644,94994,687,393931
CUST02645,72341,664,474842
CUST02646,64401,714,372354
CUST02647,41213,493,103494
CUST02648,65510,722,396034
CUST02649,66468,705,436831
CUST02650,40017,558,192434
CUST02651,45695,651,474788
CUST02652,272206,833,1079163
CUST02653,65768,663,214452
CUST02654,74621,672,256514
CUST02655,244656,795,824830
CUST02656,47833,727,444231
CUST02657,135793,777,1455660
CUST02658,43784,722,272645
CUST02659,53155,725,207231
CUST02660,40552,657,362278
CUST02661,78791,702,316155
CUST02662,63050,700,277764
CUST02663,67872,666,327211
CUST02664,85672,705,230293
CUST02665,102416,777,1289630
CUST02666,50962,742,234929
CUST02667,80996,667,467094
CUST02668,59608,696,460977
CUST02669,29532,489,157527
CUST02670,53907,744,456291
CUST02671,87580,713,375094
CUST02672,40308,591,183240
CUST02673,43109,736,272995
CUST02674,49796,722,365309
CUST02675,34844,528,101649
CUST02676,39984,548,118758
CUST02677,168329,821,1093349
CUST02678,64090,678,402631
CUST02679,118881,767,706735
CUST02680,94120,735,484313
CUST02681,160775,770,678893
CUST02682,39391,547,109853
CUST02683,38424,498,227445
CUST02684,224790,756,962978
CUST02685,85612,666,248106
CUST02686,70740,711,494552
CUST02687,143938,770,1092070
CUST02688,239547,849,553039
CUST02689,75816,653,265184
CUST02690,56762,693,409562
CUST02691,67942,749,369703
CUST02692,25963,562,232548
CUST02693,44603,530,242944
CUST02694,42617,660,323155
CUST02695,33037,632,169272
CUST02696,78834,690,440294
CUST02697,68395,696,379911
CUST02698,44173,629,150894
CUST02699,77540,711,389349
CUST02700,61589,654,357997
CUST02701,78673,749,372718
CUST02702,89233,654,371079
CUST02703,31576,565,122305
CUST02704,100798,753,757914
CUST02705,93010,699,373265
CUST02706,245462,758,943599
CUST02707,86857,674,392075
CUST02708,54365,660,369918
CUST02709,55683,729,449028
CUST02710,115029,820,882506
CUST02711,75965,717,358542
CUST02712,47151,704,488910
CUST02713,66457,666,229856
CUST02714,181696,753,803600
CUST02715,131453,789,1318074
CUST02716,69766,709,373372
CUST02717,43229,720,313378
CUST02718,208725,847,1098731
CUST02719,63358,663,421846
CUST02720,39139,571,153642
CUST02721,61515,673,336819
CUST02722,28985,648,235362
CUST02723,50472,715,381666
CUST02724,60989,677,237890
CUST02725,25449,604,141780
CUST02726,86116,716,291021
CUST02727,108351,781,585772
CUST02728,111033,790,1412524
CUST02729,71009,664,314291
CUST02730,177430,786,1388150
CUST02731,154874,827,1303747
CUST02732,77590,746,213785
CUST02733,63640,660,452123
CUST02734,43351,525,211698
CUST02735,63873,728,235864
CUST02736,83459,691,361072
CUST02737,34472,451,244843
CUST02738,81066,654,343907
CUST02739,163810,812,587045
CUST02740,42241,712,209399
CUST02741,44470,451,115895
CUST02742,87400,691,475321
CUST02743,92390,698,256804
CUST02744,42037,706,225364
CUST02745,48279,719,430890
CUST02746,98566,704,486681
CUST02747,40057,661,331820
CUST02748,38114,476,158420
CUST02749,104522,773,899431
CUST02750,247157,833,729628
CUST02751,234862,796,1232675
CUST02752,95247,681,305861
CUST02753,155696,810,784327
CUST02754,72428,701,495816
CUST02755,79187,675,348940
CUST02756,239448,784,1115031
CUST02757,30833,496,203126
CUST02758,28463,523,220281
CUST02759,42196,743,484554
CUST02760,244276,817,822415
CUST02761,96344,689,207287
CUST02762,75733,709,280052
CUST02763,65332,689,217477
CUST02764,74780,735,466757
CUST02765,263696,785,675784
CUST02766,94814,651,436031
CUST02767,297324,755,593420
CUST02768,96044,685,389749
CUST02769,87240,726,224692
CUST02770,48082,668,201517
CUST02771,92038,710,321926
CUST02772,115744,827,1097867
CUST02773,57271,717,215881
CUST02774,62136,715,441184
CUST02775,88445,711,281292
CUST02776,84549,709,355285
CUST02777,63316,670,446302
CUST02778,42381,462,249202
CUST02779,42353,707,351132
CUST02780,90466,684,401265
CUST02781,175495,807,809317
CUST02782,73310,703,285096
CUST02783,28989,463,164117
CUST02784,224748,762,519159
CUST02785,210669,766,707137
CUST02786,70279,693,391797
CUST02787,29019,529,107416
CUST02788,46122,739,354604
CUST02789,81003,651,210522
CUST02790,160644,841,1494866
CUST02791,201904,839,968875
CUST02792,63346,749,462578
CUST02793,35081,517,234390
CUST02794,31245,533,163840
CUST02795,95945,679,266886
CUST02796,61668,678,303376
CUST02797,67981,742,221968
CUST02798,74034,695,237243
CUST02799,91221,736,452324
CUST02800,40897,594,233618
CUST02801,38555,525,204713
CUST02802,83854,730,420812
CUST02803,85608,687,410506
CUST02804,57527,726,323823
CUST02805,73241,650,474118
CUST02806,41597,639,222716
CUST02807,34583,569,178490
CUST02808,86052,748,208718
CUST02809,240606,798,1405557
CUST02810,58368,735,265813
CUST02811,45754,676,468295
CUST02812,283206,825,985696
CUST02813,39563,519,126384
CUST02814,45313,739,230142
CUST02815,96619,658,228778
CUST02816,37739,475,247428
CUST02817,128376,843,621680
CUST02818,74898,656,469628
CUST02819,76029,670,294712
CUST02820,55054,749,319652
CUST02821,59746,679,204879
CUST02822,96451,653,481493
CUST02823,43881,491,124881
CUST02824,67949,737,494584
CUST02825,89805,710,493044
CUST02826,85275,679,360202
CUST02827,95031,681,372618
CUST02828,139041,824,650887
CUST02829,78467,678,405276
CUST02830,236037,836,699241
CUST02831,39922,581,233241
CUST02832,44724,550,148202
CUST02833,46600,744,373282
CUST02834,273212,837,866917
CUST02835,95671,673,457178
CUST02836,77716,663,496716
CUST02837,70113,664,354519
CUST02838,297909,845,1300810
CUST02839,58874,686,282299
CUST02840,25706,512,111759
CUST02841,95654,684,238983
CUST02842,75573,718,459435
CUST02843,59112,657,371122
CUST02844,53197,663,368387
CUST02845,46789,653,204819
CUST02846,40777,603,213630
CUST02847,57403,653,468276
CUST02848,59605,741,497114
CUST02849,77162,650,283563
CUST02850,273595,833,847194
CUST02851,116507,761,1281331
CUST02852,192505,787,1388728
CUST02853,116555,764,1447330
CUST02854,69911,658,310646
CUST02855,85339,722,309329
CUST02856,65508,744,352687
CUST02857,173137,835,1372652
CUST02858,37423,562,184978
CUST02859,56436,728,344628
CUST02860,222313,772,512037
CUST02861,47555,742,225739
CUST02862,97460,710,266833
CUST02863,66318,739,461964
CUST02864,45070,731,427013
CUST02865,31149,580,122319
CUST02866,62212,687,221441
CUST02867,149976,802,833601
CUST02868,84855,684,482943
CUST02869,281144,777,650987
CUST02870,44437,732,229234
CUST02871,43131,476,131682
CUST02872,55627,713,473021
CUST02873,85836,717,425637
CUST02874,58884,706,400978
CUST02875,51974,674,201176
CUST02876,50320,707,445937
CUST02877,82546,731,284293
CUST02878,44969,494,157775
CUST02879,95262,728,435232
CUST02880,65944,662,427208
CUST02881,77708,725,241157
CUST02882,148074,750,614601
CUST02883,68698,746,394569
CUST02884,49881,679,245687
CUST02885,36463,548,159818
CUST02886,58908,651,272323
CUST02887,108342,845,776164
CUST02888,44081,481,115428
CUST02889,67721,727,364120
CUST02890,48565,671,294136
CUST02891,253832,833,801900
CUST02892,130304,779,804935
CUST02893,73437,675,404773
CUST02894,47077,665,444966
CUST02895,76101,682,337318
CUST02896,181715,755,1376697
CUST02897,29527,463,244615
CUST02898,92381,685,259661
CUST02899,82885,690,495775
CUST02900,33405,473,198476
CUST02901,48339,687,226583
CUST02902,109018,826,614380
CUST02903,108328,819,792985
CUST02904,42669,713,253721
CUST02905,78101,652,228866
CUST02906,203707,825,1057855
CUST02907,67901,688,398970
CUST02908,163966,783,1486493
CUST02909,29402,461,222956
CUST02910,205937,800,1452529
CUST02911,40154,712,270204
CUST02912,61954,664,353725
CUST02913,59361,699,388075
CUST02914,128454,826,1360833
CUST02915,79616,705,431459
CUST02916,36192,458,119305
CUST02917,32998,627,204532
CUST02918,36026,612,116918
CUST02919,62296,656,388040
CUST02920,50912,676,405900
CUST02921,34247,561,128984
CUST02922,88114,675,282655
CUST02923,89697,657,491443
CUST02924,30629,625,131503
CUST02925,46917,669,341016
CUST02926,116234,822,630589
CUST02927,75078,739,425789
CUST02928,97046,731,273238
CUST02929,69737,737,280768
CUST02930,73171,654,236555
CUST02931,91384,745,464229
CUST02932,257246,783,975314
CUST02933,46009,694,248677
CUST02934,31102,573,179287
CUST02935,244143,777,1117197
CUST02936,47038,693,452660
CUST02937,90499,707,498283
CUST02938,80205,722,241740
CUST02939,71500,682,446865
CUST02940,50670,707,374082
CUST02941,70030,690,344668
CUST02942,38238,607,197409
CUST02943,218251,806,1259701
CUST02944,115174,767,752867
CUST02945,66156,681,461358
CUST02946,35207,468,120265
CUST02947,46731,727,308226
CUST02948,178223,762,809675
CUST02949,55193,682,396754
CUST02950,40682,521,206899
CUST02951,247562,818,1434283
CUST02952,39389,484,191485
CUST02953,28867,533,122266
CUST02954,37391,632,164790
CUST02955,92058,719,442099
CUST02956,66506,680,398829
CUST02957,44735,695,391642
CUST02958,40720,672,363486
CUST02959,110000,813,1432506
CUST02960,280757,850,1099884
CUST02961,45445,667,328741
CUST02962,48438,735,214012
CUST02963,37178,475,204925
CUST02964,77354,673,221792
CUST02965,49839,724,374964
CUST02966,36714,612,195924
CUST02967,62228,742,458087
CUST02968,67222,708,223487
CUST02969,89454,697,349985
CUST02970,92807,746,229563
CUST02971,59402,659,319854
